SL_NO,ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,PROXIMITY,LIGHT,TIME,CONTEXT
3103,0.362123,6.0621185,8.649054,-0.31277904,0.5162386,-0.005059857,35.60625,-19.85625,-19.125,5.0,61419.86,12:07:49.897213,OUTDOOR
3104,1.2479776,5.6640825,10.831368,-0.31277904,0.5162386,-0.005059857,35.737503,-17.0625,-19.875,5.0,61419.86,12:07:49.904296,OUTDOOR
3105,2.472612,4.799776,9.387066,-0.0025299285,-0.14580376,-0.05419373,35.737503,-17.0625,-19.875,5.0,61419.86,12:07:50.102752,OUTDOOR
3106,2.086547,5.003283,10.9103775,-0.0025299285,-0.14580376,-0.05419373,35.268753,-17.0625,-19.875,5.0,61419.86,12:07:50.105123,OUTDOOR
3107,0.4985925,4.571728,8.543709,0.07603101,-0.3683043,-0.30705342,35.268753,-14.137501,-20.90625,5.0,51840.043,12:07:50.204805,OUTDOOR
3108,-0.12928689,4.1838675,6.83365,0.07603101,-0.3683043,-0.30705342,35.268753,-14.137501,-20.90625,5.0,51840.043,12:07:50.279543,OUTDOOR
3109,0.39564183,5.6138043,5.5760956,0.07456631,-0.3683043,-0.30705342,33.75,-11.25,-22.125,5.0,51840.043,12:07:50.306566,OUTDOOR
3110,-0.21308395,7.4322004,8.234857,0.07456631,-0.021038352,-0.40851685,33.75,-11.25,-22.125,5.0,61419.86,12:07:50.511920,OUTDOOR
3111,-0.21308395,7.4322004,8.234857,0.07456631,-0.021038352,-0.40851685,31.500002,-9.168751,-22.125,5.0,61419.86,12:07:50.513205,OUTDOOR
3112,-1.5113398,5.194819,9.889849,0.11065108,-0.06497922,-0.182288,31.500002,-9.168751,-22.987501,5.0,61419.86,12:07:50.716173,OUTDOOR
3113,-1.1426327,3.9013517,9.981427,0.11065108,-0.06497922,-0.182288,31.500002,-9.168751,-22.987501,5.0,42706.336,12:07:50.717131,OUTDOOR
3114,-0.32800564,3.8845923,7.2885485,0.11065108,-0.06497922,-0.182288,28.425001,-7.5937505,-23.625,5.0,42706.336,12:07:50.722179,OUTDOOR
3115,0.66379243,4.200627,7.1353197,-0.052196417,-0.4824174,0.3797556,28.425001,-7.5937505,-23.625,5.0,43274.906,12:07:50.921788,OUTDOOR
3116,0.74998367,5.0822916,5.7125654,-0.052196417,-0.4824174,0.3797556,25.181252,-7.5937505,-23.625,5.0,43274.906,12:07:50.922814,OUTDOOR
3117,1.3078327,5.7508726,6.0381765,0.07283531,-0.10266183,0.23927797,25.181252,-8.793751,-23.212502,5.0,43274.906,12:07:51.026164,OUTDOOR
3118,3.0065188,6.6271505,8.491036,0.07283531,-0.10266183,0.23927797,25.181252,-8.793751,-23.212502,5.0,56799.43,12:07:51.126586,OUTDOOR
3119,4.7842135,6.0381765,9.255385,0.07283531,-0.10266183,0.23927797,22.518751,-10.9875,-22.181252,5.0,56799.43,12:07:51.142704,OUTDOOR
3120,3.787627,4.4161053,5.949591,0.12010502,-0.44939518,0.3067871,22.518751,-10.9875,-22.181252,5.0,56799.43,12:07:51.331306,OUTDOOR
3121,1.7992426,4.344279,5.4922986,0.12010502,-0.44939518,0.3067871,20.625,-13.837501,-21.206251,5.0,56799.43,12:07:51.332497,OUTDOOR
3122,1.4425066,5.333683,7.4585366,-0.4316857,0.12969212,-0.2450036,20.625,-13.837501,-21.206251,5.0,56799.43,12:07:51.535867,OUTDOOR
3123,1.4425066,5.333683,7.4585366,-0.4316857,0.12969212,-0.2450036,20.625,-13.837501,-21.206251,5.0,56799.43,12:07:51.536971,OUTDOOR
3124,1.0923545,5.101445,9.193136,-0.44886255,0.6556509,-0.31184697,19.95,-16.725,-20.41875,5.0,56799.43,12:07:51.537988,OUTDOOR
3125,-0.7565677,5.5060654,10.788273,-0.44886255,0.6556509,-0.31184697,19.95,-16.725,-20.41875,5.0,56799.43,12:07:51.742399,OUTDOOR
3126,-0.2801216,5.5060654,10.788273,-0.36524177,0.6556509,-0.31184697,19.612501,-20.587502,-19.875,5.0,56799.43,12:07:51.743132,OUTDOOR
3127,-0.98940384,2.938284,11.940482,-0.36524177,0.50731725,0.09440628,19.612501,-20.587502,-19.875,5.0,56799.43,12:07:51.842264,OUTDOOR
3128,-0.33997664,2.4714148,8.457518,-0.36524177,0.50731725,0.09440628,19.612501,-20.587502,-19.875,5.0,25235.86,12:07:51.944987,OUTDOOR
3129,-0.78290397,3.259107,6.5367694,0.0059919357,-0.040478855,0.11358047,22.44375,-23.325,-18.45,5.0,25235.86,12:07:51.945729,OUTDOOR
3130,-0.33997664,3.6236243,2.7922378,0.0059919357,-0.040478855,0.11358047,22.44375,-23.325,-18.45,5.0,11377.381,12:07:52.047905,OUTDOOR
3131,0.12449849,3.208829,11.789648,0.0059919357,-0.040478855,0.11358047,22.44375,-23.325,-18.45,5.0,8832.551,12:07:52.149890,OUTDOOR
3132,4.968567,5.5084596,9.442133,-0.19906542,-0.3950683,0.47669178,25.837502,-29.1,-18.7875,5.0,7190.876,12:07:52.252023,OUTDOOR
3133,1.8088194,1.1270704,12.321759,-0.19906542,-0.3950683,0.47669178,25.837502,-29.1,-18.7875,5.0,7190.876,12:07:52.268280,OUTDOOR
3134,1.1091139,2.7922378,12.884397,0.15632294,-0.0037283157,-0.18095645,30.35625,-30.31875,-19.40625,5.0,7190.876,12:07:52.354747,OUTDOOR
3135,-0.18674773,2.9095535,10.093954,0.15632294,-0.0037283157,-0.18095645,35.86875,-30.31875,-19.40625,5.0,7190.876,12:07:52.560121,OUTDOOR
3136,-0.34955344,3.3213563,6.4499793,0.15632294,-0.0037283157,-0.18095645,35.86875,-29.681252,-19.931252,5.0,6210.246,12:07:52.561389,OUTDOOR
3137,0.18435353,3.6762967,6.63972,0.18947832,0.54966027,-0.3845491,35.86875,-29.681252,-19.931252,5.0,6210.246,12:07:52.764578,OUTDOOR
3138,0.18435353,5.1397524,6.136339,0.18947832,0.54966027,-0.3845491,35.86875,-29.681252,-19.931252,5.0,6210.246,12:07:52.766453,OUTDOOR
3139,0.42916065,5.746084,9.710283,0.11677617,-0.30345824,-0.26657456,41.643753,-27.300001,-20.587502,5.0,6210.246,12:07:52.767812,OUTDOOR
3140,0.40043023,5.13257,11.705851,0.11677617,-0.30345824,-0.26657456,46.237503,-27.300001,-20.587502,5.0,5409.5586,12:07:52.892810,OUTDOOR
3141,1.073201,2.6150668,12.190078,0.11677617,-0.30345824,-0.26657456,46.237503,-23.56875,-22.087502,5.0,5409.5586,12:07:52.968419,OUTDOOR
3142,-0.272939,2.7850552,7.5614877,-0.34793174,-0.35871723,-0.072702155,46.237503,-23.56875,-22.087502,5.0,5409.5586,12:07:53.078697,OUTDOOR
3143,-1.0995371,3.5350387,6.699575,-0.34793174,-0.35871723,-0.072702155,46.237503,-23.56875,-22.087502,5.0,5409.5586,12:07:53.173527,OUTDOOR
3144,-0.40462008,3.7553053,6.4667387,0.13368675,0.54686403,-0.1645785,49.312504,-19.3875,-23.268751,5.0,5409.5586,12:07:53.276345,OUTDOOR
3145,-0.6344634,4.435259,11.452065,0.13368675,0.54686403,-0.1645785,49.312504,-19.3875,-23.268751,5.0,5409.5586,12:07:53.277967,OUTDOOR
3146,-1.9758149,4.4903255,11.210251,-0.21371238,0.54686403,-0.1645785,50.925003,-15.1125,-24.0,5.0,5409.5586,12:07:53.377922,OUTDOOR
3147,-1.3126211,2.5623944,8.944139,-0.21371238,0.18774731,-0.29720002,50.925003,-15.1125,-24.0,5.0,6296.157,12:07:53.496515,OUTDOOR
3148,-0.29209262,2.4570496,8.944139,-0.21371238,0.18774731,-0.29720002,50.925003,-15.1125,-24.0,5.0,6296.157,12:07:53.533242,OUTDOOR
3149,-1.858499,2.8042088,8.294712,-3.9946238E-4,-0.01677742,-0.3439371,51.2625,-10.51875,-24.206251,5.0,7334.27,12:07:53.688528,OUTDOOR
3150,-1.477821,2.3349452,6.0525417,-3.9946238E-4,-0.01677742,-0.3439371,51.2625,-10.51875,-24.206251,5.0,7334.27,12:07:53.789332,OUTDOOR
3151,-2.895787,4.380192,6.9437833,-3.9946238E-4,-0.01677742,-0.3439371,50.568752,-5.8500004,-24.206251,5.0,7334.27,12:07:53.790503,OUTDOOR
3152,-2.3235726,4.8763905,9.921572,-0.067509145,0.29467008,-0.22383209,50.568752,-5.8500004,-23.7,5.0,8095.282,12:07:53.830048,OUTDOOR
3153,0.43155485,4.396951,11.464036,0.16830681,0.29467008,-0.22383209,50.568752,-5.8500004,-23.7,5.0,8095.282,12:07:53.890937,OUTDOOR
3154,-0.4213795,3.0771477,11.72261,0.16830681,-0.69213516,0.044074018,49.425003,-1.44375,-22.237501,5.0,8095.282,12:07:54.020694,OUTDOOR
3155,-0.11252748,3.0771477,9.300875,0.16830681,-0.69213516,0.044074018,50.175003,-1.44375,-22.237501,5.0,8095.282,12:07:54.095973,OUTDOOR
3156,-0.7350199,2.7611132,5.283405,0.40771794,-0.3074529,0.044074018,50.175003,0.84375006,-25.237501,5.0,8095.282,12:07:54.108684,OUTDOOR
3157,-0.62728083,3.5182793,8.577228,0.40771794,-0.3074529,0.11677617,50.175003,0.84375006,-25.237501,5.0,8095.282,12:07:54.303333,OUTDOOR
3158,0.15083471,4.188656,7.1688385,0.40771794,-0.3074529,0.11677617,47.30625,2.4375,-25.25625,5.0,8095.282,12:07:54.305056,OUTDOOR
3159,1.567005,5.084686,10.936713,0.0026630824,-0.35365736,0.22037008,47.30625,2.4375,-25.25625,5.0,8095.282,12:07:54.505180,OUTDOOR
3160,2.3211784,3.8750155,12.525267,-0.03248961,-0.35365736,0.22037008,47.30625,2.4375,-25.25625,5.0,8095.282,12:07:54.506565,OUTDOOR
3161,0.28311434,3.364452,13.598467,-0.03248961,-0.13421936,-0.090411656,44.850002,2.8312502,-24.900002,5.0,8095.282,12:07:54.607046,OUTDOOR
3162,0.86969376,4.0904937,4.299388,-0.03248961,-0.13421936,-0.090411656,44.850002,2.8312502,-24.900002,5.0,8095.282,12:07:54.713210,OUTDOOR
3163,0.57999533,4.0282445,5.156512,-0.03248961,-0.13421936,-0.090411656,42.9,2.4750001,-24.73125,5.0,8095.282,12:07:54.714527,OUTDOOR
3164,0.7811083,4.1503487,7.77517,0.20399213,-0.10066452,-0.17003782,42.9,2.4750001,-24.73125,5.0,6916.5874,12:07:54.913132,OUTDOOR
3165,0.15083471,4.4783545,8.005013,0.20399213,-0.10066452,-0.17003782,42.9,2.4750001,-24.73125,5.0,6916.5874,12:07:54.914235,OUTDOOR
3166,-0.41180268,4.624999,9.6288805,-0.49093926,0.2952027,-0.0011983871,41.49375,1.9312501,-25.181252,5.0,5933.77,12:07:55.019194,OUTDOOR
3167,0.3238158,2.3199813,14.216171,-0.49093926,0.2952027,-0.0011983871,41.49375,1.9312501,-25.181252,5.0,5933.77,12:07:55.196427,OUTDOOR
3168,1.0348936,2.1930888,11.653178,-0.49093926,0.2952027,-0.0011983871,40.875,0.975,-26.737501,5.0,5933.77,12:07:55.197191,OUTDOOR
3169,0.062249243,2.4331074,6.2991447,-0.47762385,-0.20851937,0.11038477,40.875,0.975,-26.737501,5.0,5253.045,12:07:55.324079,OUTDOOR
3170,-0.23702596,2.9741971,6.606201,-0.47762385,-0.20851937,0.11038477,40.875,0.975,-26.737501,5.0,5253.045,12:07:55.325379,OUTDOOR
3171,0.3812766,3.7074213,8.012196,0.13568406,0.27829212,0.080824554,40.5,0.15,-28.1625,5.0,5253.045,12:07:55.417959,OUTDOOR
3172,0.24001873,4.883573,9.504382,0.13568406,0.27829212,0.080824554,40.5,0.15,-28.1625,5.0,5253.045,12:07:55.528674,OUTDOOR
3173,0.17956513,5.146935,11.13603,0.43088675,0.27829212,0.080824554,40.518753,-0.80625004,-29.325,5.0,5253.045,12:07:55.529474,OUTDOOR
3174,1.6771383,2.4809916,10.426748,0.43088675,-0.03967993,0.09227581,40.518753,-0.80625004,-29.325,5.0,5253.045,12:07:55.733725,OUTDOOR
3175,0.9032126,2.4809916,7.856573,-0.17203513,0.07243585,0.09227581,40.518753,-0.80625004,-29.325,5.0,5253.045,12:07:55.734839,OUTDOOR
3176,0.84575176,2.7802668,7.137714,-0.17203513,0.07243585,-0.25525647,40.800003,-1.2,-29.775002,5.0,5253.045,12:07:55.751409,OUTDOOR
3177,-0.33039984,3.788824,6.529587,-0.17203513,0.07243585,-0.25525647,40.800003,-1.2,-29.775002,5.0,5253.045,12:07:55.892917,OUTDOOR
3178,-0.557849,4.1982327,7.307702,0.09227581,0.109452695,-0.25525647,41.175003,-1.03125,-29.925001,5.0,5253.045,12:07:55.939283,OUTDOOR
3179,-0.16519992,5.089474,9.683948,0.09227581,0.109452695,-0.24686775,41.175003,-1.03125,-29.925001,5.0,5928.4585,12:07:56.040845,OUTDOOR
3180,-1.9255368,4.1240125,13.586496,0.09227581,0.109452695,-0.24686775,41.7,-0.43125,-29.56875,5.0,5928.4585,12:07:56.143603,OUTDOOR
3181,-0.80445176,2.641403,13.438056,-0.21411183,-0.012250179,0.0066577066,41.7,-0.43125,-29.56875,5.0,5928.4585,12:07:56.260674,OUTDOOR
3182,-0.31603462,2.0685902,9.442133,-0.21411183,-0.012250179,0.0066577066,41.7,-0.43125,-29.56875,5.0,5928.4585,12:07:56.348253,OUTDOOR
3183,-0.5291186,2.5887306,6.8958993,0.15206201,-0.17802706,0.44074017,42.037502,0.13125001,-29.250002,5.0,5928.4585,12:07:56.360808,OUTDOOR
3184,0.14844051,3.9228995,6.6229606,0.15206201,-0.17802706,0.44074017,42.037502,0.13125001,-29.250002,5.0,5928.4585,12:07:56.450636,OUTDOOR
3185,0.02873042,4.262876,6.618172,0.20452474,-0.17802706,0.44074017,42.206253,-0.16875,-28.7625,5.0,6722.8984,12:07:56.553292,OUTDOOR
3186,0.7404069,4.75668,11.705851,0.20452474,0.2435389,0.3442034,42.206253,-0.16875,-28.7625,5.0,32408.307,12:07:56.759351,OUTDOOR
3187,2.0841527,4.56694,11.818378,0.20452474,0.2435389,0.3442034,42.206253,-0.16875,-28.7625,5.0,32408.307,12:07:56.760563,OUTDOOR
3188,1.1713632,2.5360582,14.453795,-0.22463101,-0.24127528,-0.13115682,42.225002,-1.125,-28.331251,5.0,32408.307,12:07:56.761794,OUTDOOR
3189,1.1546037,2.6342204,8.404845,-0.22463101,-0.24127528,-0.13115682,42.225002,-1.125,-28.331251,5.0,50489.215,12:07:56.860689,OUTDOOR
3190,-0.38067806,2.6557682,6.10282,-0.22463101,-0.24127528,-0.13115682,42.393753,-1.9312501,-28.050001,5.0,61419.86,12:07:56.962995,OUTDOOR
3191,0.3238158,3.9731777,4.742315,0.6327484,0.020772044,-0.24273998,42.393753,-1.9312501,-28.050001,5.0,61419.86,12:07:57.065248,OUTDOOR
3192,0.43634325,5.9807158,7.305308,0.6327484,0.020772044,-0.24273998,42.35625,-1.9312501,-28.050001,5.0,61419.86,12:07:57.167850,OUTDOOR
3193,0.43873745,6.576872,9.693524,-0.032622762,-0.034353767,-0.1207708,42.35625,-2.5125,-27.993752,5.0,61419.86,12:07:57.371611,OUTDOOR
3194,-0.5746084,3.5661635,13.351864,-0.032622762,-0.034353767,-0.1207708,42.2625,-2.5125,-27.993752,5.0,61419.86,12:07:57.372495,OUTDOOR
3195,-0.31364042,3.364452,12.467805,-0.42596006,-0.034353767,-0.1207708,42.2625,-2.6437502,-27.768751,5.0,61419.86,12:07:57.373357,OUTDOOR
3196,-0.8283938,3.031658,6.303933,-0.42596006,0.15752134,0.001065233,42.2625,-2.6437502,-27.768751,5.0,61419.86,12:07:57.581546,OUTDOOR
3197,-0.51475334,3.1585505,6.303933,-0.42596006,0.15752134,0.001065233,42.05625,-2.6437502,-27.768751,5.0,61419.86,12:07:57.583153,OUTDOOR
3198,0.5895722,4.119224,6.821679,-0.0059919357,-0.16804051,0.124365956,42.05625,-2.9625,-27.825,5.0,61419.86,12:07:57.782119,OUTDOOR
3199,1.027711,3.7193923,13.008895,-0.0059919357,-0.16804051,0.124365956,42.05625,-2.9625,-27.825,5.0,61419.86,12:07:57.783464,OUTDOOR
3200,0.6302736,4.1216183,12.050615,-0.31877097,-0.16804051,0.124365956,41.756252,-3.3000002,-27.975,5.0,61419.86,12:07:57.784724,OUTDOOR
3201,1.3054385,2.4666264,12.946646,-0.31877097,-0.12676273,0.030092834,41.381252,-3.3000002,-27.975,5.0,61419.86,12:07:57.890501,OUTDOOR
3202,-0.11971009,2.4666264,7.9212165,-0.31877097,-0.12676273,0.030092834,41.381252,-3.24375,-28.087502,5.0,61419.86,12:07:57.901812,OUTDOOR
3203,0.27353755,3.1992521,6.845621,-0.07456631,0.04540556,-0.14127652,41.381252,-3.24375,-28.087502,5.0,61419.86,12:07:58.018339,OUTDOOR
3204,0.52971715,3.788824,7.657854,-0.07456631,0.04540556,-0.14127652,41.381252,-3.24375,-28.087502,5.0,61419.86,12:07:58.090234,OUTDOOR
3205,0.30945057,4.8883615,9.336788,0.07829463,-0.008521864,-0.11371362,40.912502,-2.5875,-28.331251,5.0,61419.86,12:07:58.115150,OUTDOOR
3206,0.3645172,4.931457,12.144588,0.07829463,-0.008521864,-0.11371362,40.912502,-2.5875,-28.331251,5.0,61419.86,12:07:58.301877,OUTDOOR
3207,0.011971008,4.346673,11.885416,-0.034886383,-0.008521864,-0.11371362,40.18125,-1.7812501,-28.650002,5.0,61419.86,12:07:58.398642,OUTDOOR
3208,0.5057751,2.3175871,5.2905874,-0.034886383,0.015445879,0.034886383,40.18125,-1.7812501,-28.650002,5.0,61419.86,12:07:58.458944,OUTDOOR
3209,-0.533907,2.8018146,5.6215854,-0.034886383,0.015445879,0.034886383,40.18125,-1.7812501,-28.650002,5.0,61419.86,12:07:58.498607,OUTDOOR
3210,-0.11492168,4.1982327,6.327875,0.5328828,-0.16817367,0.04806864,39.412502,-1.6500001,-28.85625,5.0,61419.86,12:07:58.705684,OUTDOOR
3211,0.9056068,4.128801,10.699687,0.5328828,-0.16817367,0.04806864,39.412502,-1.6500001,-28.85625,5.0,61419.86,12:07:58.706890,OUTDOOR
3212,0.9056068,4.334702,10.029311,0.021437814,-0.16817367,0.04806864,38.662502,-1.7625,-29.025002,5.0,61419.86,12:07:58.710639,OUTDOOR
3213,1.7106571,3.6978445,11.466431,0.021437814,0.056191042,0.15339355,38.662502,-1.7625,-29.025002,5.0,61419.86,12:07:58.806523,OUTDOOR
3214,1.2743138,3.352481,6.977302,0.021437814,0.056191042,0.15339355,38.662502,-1.7625,-29.025002,5.0,61419.86,12:07:58.909390,OUTDOOR
3215,1.1617863,2.6007016,8.127118,-0.26218048,-0.06604445,-0.10226237,37.74375,-2.1375,-29.587502,5.0,61419.86,12:07:59.010237,OUTDOOR
3216,0.6087258,3.4751837,5.8442464,-0.26218048,-0.06604445,-0.10226237,36.768753,-2.1375,-29.587502,5.0,61419.86,12:07:59.112773,OUTDOOR
3217,0.6925228,3.867833,6.0022635,-0.07123746,0.13541774,-0.15579033,36.768753,-2.4750001,-30.056252,5.0,61419.86,12:07:59.121403,OUTDOOR
3218,1.1761516,5.8681884,12.795811,-0.07123746,0.13541774,-0.15579033,36.768753,-2.4750001,-30.056252,5.0,61419.86,12:07:59.320090,OUTDOOR
3219,0.1340753,5.6018333,13.916896,-0.07123746,0.13541774,-0.15579033,35.625,-2.7375002,-30.487501,5.0,61419.86,12:07:59.321255,OUTDOOR
3220,1.4784195,2.938284,7.211934,-0.26484355,-0.2209027,0.0054593193,35.625,-2.7375002,-30.487501,5.0,61419.86,12:07:59.522466,OUTDOOR
3221,-0.1340753,2.6007016,6.7450647,-0.26484355,-0.2209027,0.0054593193,35.625,-2.7375002,-30.487501,5.0,61419.86,12:07:59.523563,OUTDOOR
3222,0.5823896,2.4929626,7.0275807,0.30838495,0.024766669,0.17842653,34.40625,-3.45,-30.975,5.0,61419.86,12:07:59.624329,OUTDOOR
3223,0.18435353,3.870227,6.7522473,0.30838495,0.024766669,0.17842653,34.40625,-3.45,-30.975,5.0,61419.86,12:07:59.727122,OUTDOOR
3224,0.7236475,4.4184995,6.9605427,0.6247592,0.024766669,0.17842653,33.1875,-4.5,-31.48125,5.0,61419.86,12:07:59.728035,OUTDOOR
3225,1.8207904,4.895544,8.033744,0.6247592,-0.0969362,-0.11970556,32.081253,-4.5,-31.48125,5.0,61419.86,12:07:59.932495,OUTDOOR
3226,0.76195467,4.672883,8.651448,-0.54499984,-0.0969362,-0.11970556,32.081253,-4.5,-31.48125,5.0,61419.86,12:07:59.933682,OUTDOOR
3227,3.715801,3.34051,14.197018,-0.54499984,-0.14114338,-0.07390054,32.081253,-5.5125003,-31.893751,5.0,61419.86,12:08:00.034998,OUTDOOR
3228,0.16998832,2.6461914,6.0022635,-0.54499984,-0.14114338,-0.07390054,32.081253,-5.5125003,-31.893751,5.0,61419.86,12:08:00.139677,OUTDOOR
3229,1.1450269,2.9526494,7.4561424,-0.47322977,-0.14114338,-0.07390054,31.050001,-5.49375,-32.381252,5.0,61419.86,12:08:00.140414,OUTDOOR
3230,0.587178,4.1862617,7.417835,-0.47322977,0.069905914,-0.11650986,31.050001,-5.49375,-32.381252,5.0,61419.86,12:08:00.239052,OUTDOOR
3231,1.1354501,5.13257,10.876859,-0.47322977,0.069905914,-0.11650986,30.13125,-4.6687503,-32.86875,5.0,61419.86,12:08:00.341855,OUTDOOR
3232,-0.62728083,2.8688521,11.839926,0.0027962367,-0.11145,-0.04260932,30.13125,-4.6687503,-32.86875,5.0,61419.86,12:08:00.549232,OUTDOOR
3233,1.1905168,1.7884687,13.265075,0.0027962367,-0.11145,-0.04260932,30.13125,-4.6687503,-32.86875,5.0,61419.86,12:08:00.550571,OUTDOOR
3234,-0.22026655,2.0733786,9.080608,0.052462727,0.16271435,0.2595174,29.587502,-3.7500002,-33.375,5.0,61419.86,12:08:00.649020,OUTDOOR
3235,0.05746084,2.3636756,7.0132155,0.052462727,0.16271435,0.2595174,29.587502,-3.7500002,-33.375,5.0,61419.86,12:08:00.749631,OUTDOOR
3236,-0.20350714,3.127426,4.931457,0.6656375,0.16271435,0.2595174,29.5125,-3.54375,-33.80625,5.0,61419.86,12:08:00.750404,OUTDOOR
3237,0.7044938,4.2078094,10.338163,0.6656375,0.072169535,0.36737224,29.5125,-3.54375,-33.80625,5.0,61419.86,12:08:00.853577,OUTDOOR
3238,3.4446578,4.131195,9.655217,0.6656375,0.072169535,0.36737224,29.5125,-3.54375,-33.80625,5.0,61419.86,12:08:00.956237,OUTDOOR
3239,1.6795325,4.011485,11.495161,-0.051397495,-0.330888,0.4186366,29.79375,-4.21875,-34.143753,5.0,61419.86,12:08:01.059912,OUTDOOR
3240,1.4616601,2.8640637,10.465055,-0.051397495,-0.330888,0.4186366,29.79375,-4.21875,-34.143753,5.0,61419.86,12:08:01.160353,OUTDOOR
3241,0.55605334,2.4833858,9.463681,-0.55591846,-0.330888,0.4186366,30.4125,-4.4437504,-34.537502,5.0,61419.86,12:08:01.161127,OUTDOOR
3242,0.045489833,3.151368,4.56275,-0.55591846,0.39280468,-0.553788,30.4125,-4.4437504,-34.537502,5.0,61419.86,12:08:01.265630,OUTDOOR
3243,0.46986207,4.0186677,6.6828156,-0.55591846,0.39280468,-0.553788,31.425001,-3.5625002,-34.4625,5.0,61419.86,12:08:01.300809,OUTDOOR
3244,0.20171149,5.3049526,10.783484,-0.14473854,0.087615415,-0.13368675,31.425001,-3.5625002,-34.4625,5.0,44504.523,12:08:01.467957,OUTDOOR
3245,1.3970166,4.84766,14.247295,-0.14473854,0.087615415,-0.13368675,31.425001,-3.5625002,-34.4625,5.0,27203.994,12:08:01.482325,OUTDOOR
3246,1.3156139,2.533664,13.488334,0.023834588,0.087615415,-0.13368675,32.381252,-2.3625002,-34.48125,5.0,27203.994,12:08:01.529884,OUTDOOR
3247,0.20649989,2.2864625,7.1832037,0.023834588,-0.031024912,0.09653674,32.381252,-2.3625002,-34.48125,5.0,9620.742,12:08:01.673025,OUTDOOR
3248,0.83378077,2.5863364,5.084686,0.023834588,-0.031024912,0.09653674,32.381252,-2.3625002,-34.48125,5.0,9620.742,12:08:01.719601,OUTDOOR
3249,0.350152,2.6821043,7.7105265,0.49906167,-0.06710968,0.20039697,33.46875,-1.9125,-34.275,5.0,8084.0347,12:08:01.773988,OUTDOOR
3250,0.96785605,3.7696705,7.355586,0.49906167,-0.06710968,0.20039697,34.5,-1.9125,-34.275,5.0,8084.0347,12:08:01.889379,OUTDOOR
3251,1.0324994,4.497508,8.901043,0.40385646,-0.1387466,0.20039697,34.5,-2.2687502,-34.143753,5.0,8084.0347,12:08:01.911070,OUTDOOR
3252,2.1631613,4.6082397,11.150395,0.40385646,-0.1387466,0.18322007,34.5,-2.2687502,-34.143753,5.0,7112.151,12:08:02.012822,OUTDOOR
3253,0.87448215,3.1824925,12.975376,0.40385646,-0.1387466,0.18322007,35.193752,-2.2687502,-34.143753,5.0,7112.151,12:08:02.133756,OUTDOOR
3254,0.9343372,3.2399535,8.546103,-0.57775575,0.069772765,-0.044606633,35.193752,-2.90625,-33.99375,5.0,6037.4873,12:08:02.286880,OUTDOOR
3255,0.44592008,2.8113914,7.902063,-0.57775575,0.069772765,-0.044606633,35.193752,-2.90625,-33.99375,5.0,6037.4873,12:08:02.287725,OUTDOOR
3256,1.3347675,3.4290953,5.853823,-0.15059732,-0.11704248,-0.044606633,35.737503,-2.5687501,-33.768753,5.0,6037.4873,12:08:02.391896,OUTDOOR
3257,1.8231846,4.610634,10.709264,-0.15059732,-0.11704248,-0.22795987,35.737503,-2.5687501,-33.768753,5.0,4973.1323,12:08:02.410159,OUTDOOR
3258,2.5157075,5.379173,11.940482,-0.15059732,-0.11704248,-0.22795987,36.0,-1.21875,-33.675003,5.0,4973.1323,12:08:02.593844,OUTDOOR
3259,-0.22026655,2.3517046,13.651139,-0.10985216,-0.25072923,-0.13342044,36.0,-1.21875,-33.675003,5.0,4973.1323,12:08:02.696795,OUTDOOR
3260,-0.22026655,3.043629,8.323442,-0.10985216,-0.25072923,-0.13342044,36.0,-1.21875,-33.675003,5.0,4973.1323,12:08:02.697899,OUTDOOR
3261,0.55844754,2.7395654,8.230068,0.25592223,0.19147563,0.07856093,36.15,-0.20625001,-33.43125,5.0,4973.1323,12:08:02.761056,OUTDOOR
3262,0.57520694,3.3572693,8.189367,0.25592223,0.19147563,0.07856093,36.15,-0.20625001,-33.43125,5.0,4973.1323,12:08:02.901465,OUTDOOR
3263,0.7212533,3.7361517,4.8620253,0.25592223,0.19147563,0.07856093,36.018753,-0.41250002,-33.5625,5.0,4973.1323,12:08:02.908340,OUTDOOR
3264,0.4961983,4.6178164,8.265982,0.5283556,0.09374051,0.030225987,36.018753,-0.41250002,-33.5625,5.0,4973.1323,12:08:03.108849,OUTDOOR
3265,2.1655555,5.0822916,11.713034,0.5283556,0.09374051,0.030225987,36.037502,-0.41250002,-33.5625,5.0,4973.1323,12:08:03.109732,OUTDOOR
3266,0.30945057,3.657143,12.458228,-0.3358147,-0.17136936,0.0074566314,36.037502,-1.1812501,-33.7125,5.0,4973.1323,12:08:03.311040,OUTDOOR
3267,2.2996306,2.7252002,8.905831,-0.3358147,-0.17136936,0.0074566314,36.037502,-1.1812501,-33.7125,5.0,4973.1323,12:08:03.312230,OUTDOOR
3268,0.96067345,3.2399535,5.2020016,-0.3358147,-0.17136936,0.0074566314,35.831253,-1.3312501,-34.10625,5.0,4973.1323,12:08:03.313106,OUTDOOR
3269,0.6973112,3.9013517,5.7245364,-0.090544805,0.15552402,-0.18468477,35.831253,-1.3312501,-34.10625,5.0,4973.1323,12:08:03.413444,OUTDOOR
